icao,name,fuels,availability,lat,lon,fuel_section,error
LFNC,MONT DAUPHIN SAINT CREPIN,100LL|JET_A1,100LL=unknown|JET_A1=restricted,44.700556,6.599167,"← 10 - AVT : Carburant / Fuel : JET A1 : PPR PN 24 HR TEL Exploitant / AD operator. 100LL : paiement comptant, carte bancaire / cash payment, credit card. Lubrifiant / Lubricant : NIL. Vérifier possibilité avitaillement auprès de l'exploitant. Check refuelling possibilities with AD operator.",
LFNE,SALON EYGUIERES,100LL|SUPER_PLUS,100LL=restricted|SUPER_PLUS=restricted,43.657500,5.012778,10 - AVT : (CIV) Carburant / Fuel : 100 LL SP98 - Lubrifiants / Lubricants : NIL O/R PPR - TEL : 06 80 72 97 11.,
LFNF,VINON,100LL,100LL=unknown,43.736389,5.783056,"10 - AVT : AVGAS 100LL, SR-SS, carte TOTAL uniquement / TOTAL card only.",
LFNG,MONTPELLIER CANDILLARGUES,100LL,100LL=restricted,43.610278,4.070278,10 - AVT : Carburant / Fuel : 100 LL-Lubrifiant / Lubricant : NIL - 0700 - 1600. Gestion / Manager : Aéroclub de Camargue Paiement : Carte AIR TOTAL ou Comptant / AIR TOTAL card or cash.,
LFNH,CARPENTRAS,100LL|UL91,100LL=unknown|UL91=unknown,44.022500,5.090000,"10 - AVT : Carburants / Fuel : AVGAS 100 LL, UL 91. Lubrifiants / Lubricants : NIL.",
LFNJ,ASPRES SUR BUECH,UL91,UL91=self_service,44.517778,5.736111,← 10 - AVT : Carburant / Fuel : UL 91. Station automatique : carte bancaire uniquement / Automatic fuel dispenser : credit card only.,
LFNL,SAINT MARTIN DE LONDRES,,,43.800278,3.781667,10 - AVT : NIL.,
LFNN,NARBONNE,,,43.194167,3.051667,10 - AVT : NIL.,
LFNO,FLORAC SAINTE ENIMIE,,,44.285556,3.465556,"10 - AVT : NIL. AMDT 04/22 © Service de l'Information Aéronautique, France AIP FRANCE AD 2 LFNO TXT 02 24 MAR 2022 FLORAC SAINTE ENIMIE",
LFNQ,LA LLAGONNE LA QUILLANE,100LL,100LL=restricted,42.543333,2.120000,10 - AVT : Pour dépannage / Temporary fix : Carburant / Fuel : 100 LL Uniquement pendant les horaires d'ouverture du terrain. PPR ACB Only during opening hours of AD with PPR from ACB. Lubrifiant / Lubricant : NIL.,
LFNR,BERRE LA FARE,,,43.536667,5.177500,10 - AVT : NIL.,
LFNS,SISTERON VAUMEILH,,,44.286667,5.929167,10 - AVT : NIL.,
LFNT,AVIGNON PUJAUT,,,43.996111,4.754444,10 - AVT : NIL.,
LFNU,,,,44.083611,4.393889,10 - AVT : NIL.,
LFNV,VALREAS VISAN,100LL,100LL=self_service,44.335833,4.906944,"← 10 - AVT : Carburant / Fuel : 100 LL. Lubrifiant / Lubricant : DM 15 W 50 LUN-VEN / MON-FRI : HX, contacter / contact ACB . SAM-DIM / SAT-SUN : 1000-1700, contacter / contact ACB Paiement par CB, chèque, espèces / Payment by credit card, check, cash. Pas d'automate / No automatic fuel dispenser.",
LFNW,PUIVERT,,,42.910278,2.054722,10 - AVT : NIL.,
LFNX,BEDARIEUX LA TOUR SUR ORB,,,43.639722,3.144722,10 - AVT : NIL.,
LFNZ,LE MAZET DE ROMANIN,,,43.770833,4.894444,10 - AVT : Carburants / Fuel : NIL.,
LFOB,BEAUVAIS TILLE,100LL|JET_A1,100LL=self_service|JET_A1=restricted,49.454444,2.112778,"← 10 - AVT : Carburants / Fuel : JET A1 TR0 (CIV MIL). HOR ATS / ATS SKED. Cartes de crédit / Credit cards : Shell, World Fuel Service, Visa, Mastercard, ou paiement comptant / or cash payment. AVGAS (100 LL) H24 : Parking Nord, pompe automatique, paiement par carte de crédit / Parking North, automatic fuel pump, payment by credit card. Lubrifiants / Lubricants : NIL. TEL AVITAIR : 03 44 48 69 12 - FAX : 03 44 45 33 59.",
LFOC,CHATEAUDUN,100LL,100LL=self_service,48.057778,1.379722,← 10 - AVT : AVGAS 100 LL H24. Paiement carte de crédit uniquement / Payment Credit card only.,
LFOD,SAUMUR ST FLORENT,100LL,100LL=unknown,47.256667,-0.113611,"10 - AVT : AVGAS 100 LL : Paiement CB exclusivement (LS-30, CS + 30). AVGAS 100 LL : CB credit card only (SR-30, SS + 30).",
LFOF,ALENCON VALFRAMBERT,UL91,UL91=unknown,48.446667,0.108333,10 - AVT : Carburant / Fuel : UL 91.,
LFOG,FLERS SAINT PAUL,100LL,100LL=restricted,48.749722,-0.594722,10 - AVT : Carburants / Fuel : 100LL – Lubrifiants / Lubricants : 80-100. (CIV-MIL) HX.,
LFOH,LE HAVRE OCTEVILLE,100LL|JET_A1,100LL=self_service|JET_A1=restricted,49.533889,0.088056,"10 - AVT : JET A1 : HOR ATS uniquement ou sur demande auprès de l'exploitant / ATS SKED or upon request to AD operator. AVGAS 100LL : Automate H24. Paiement carte TOTAL ou carte de crédit / Payment TOTAL card or credit card. AMDT 09/25 © Service de l'Information Aéronautique, France AIP FRANCE AD 2 LFOH TXT 04 07 AUG 2025 LE HAVRE OCTEVILLE",
LFOI,ABBEVILLE,100LL|UL91,100LL=restricted|UL91=restricted,50.142222,1.831111,"10 - AVT : 100 LL et / and UL91 - Lubrifiant / Lubricant : NIL - HX. Paiement par CB, chèque, espèces / Payment with credit card, check, cash.",
LFOJ,ORLEANS BRICY,,,47.987778,1.760556,,
LFOK,CHALONS VATRY,JET_A1,JET_A1=restricted,48.773333,4.206111,"← 10 - AVT : Carburant / Fuel : JET A1. 0700-1600 En dehors de ces HOR, AVT sur PPR 1 HR auprès des opérations aéroportuaires par TEL : 03 26 64 82 30. Outside these SKED, fuel on PPR 1 HR from airport operations by phone : 03 26 64 82 30.",
LFOL,L' AIGLE ST MICHEL,,,48.758889,0.657778,10 - AVT : NIL,
LFOM,LESSAY,100LL,100LL=self_service,49.203333,-1.504722,"10 - AVT : Lubrifiant / Lubricant : NIL. Carburant / Fuel : 100 LL, automate / Automatic fuel dispenser : H24.",
LFON,DREUX VERNOUILLET,,,48.705833,1.361389,10 - AVT : NIL.,
LFOO,LES SABLES D'OLONNE TALMONT,100LL|JET_A1,100LL=self_service|JET_A1=restricted,46.475556,-1.725000,"← 10 - AVT : Carburant / Fuel : - AVGAS/100 LL : H24. Automate, carte de crédit TOTAL / TOTAL credit card dispenser. - Jet A1 : PPR PN 24HR auprès de / from Vendée aviation - TEL : 06 08 54 89 67",
LFOP,ROUEN VALLEE DE SEINE,100LL|JET_A1,100LL=restricted|JET_A1=restricted,49.390833,1.183889,"← 10 - AVT : Carburants / Fuel : 100 LL-JET A1. HOR : LUN-VEN : 0745-1630, SAM et DIM : 0845-1730. SKED : MON-FRI : 0745-1630, SAT and SUN : 0845-1730. Cartes VISA, WORLD FUEL SVC, paiement comptant . Credit cards : VISA, WORLD FUEL SVC, cash payment.",
LFOQ,BLOIS LE BREUIL,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.679722,1.205833,"10 - AVT : Carburant / Fuel : 100 LL - JET A1 H24 : station automatique carte BP. HOR RFFS : CB. WE et JF : possibilité d'avitaillement par ACB. En dehors de ces HOR, PPR AFIS avant 1530 la veille ou le dernier jour ouvré. H24 : automatic dispenser with BP card. RFFS SKED : credit card. WE and public HOL : refuelling possible with ACB. Outside these SKED, PPR AFIS before 1530 on the previous day or on the last working day.",
LFOR,CHARTRES METROPOLE,100LL,100LL=unknown,48.458889,1.523889,10 - AVT : Carburant / Fuel : 100LL - Lubrifiants / Lubricants : NIL. Carte Total ou voir ACB / Total card or see with ACB .,
LFOS,SAINT VALERY VITTEFLEUR,100LL,100LL=restricted,49.835278,0.655556,"← 10 - AVT : Carburants / Fuel : 100 LL, HJ O/R ACB Cartes de crédit acceptées / Credit cards accepted.",
LFOT,TOURS VAL DE LOIRE,,,47.431944,0.723056,← 10 - AVT : H24 7/7 via My Handling PPR PN 24HR.,
LFOU,CHOLET LE PONTREAU,100LL|JET_A1,100LL=restricted|JET_A1=restricted,47.081944,-0.877222,"10 - AVT : Carburants / Fuel : 100 LL, JET A1. Lubrifiants / Lubricants : NIL. Chèques, cartes bancaires ou paiement comptant. HOR AFIS. En dehors de ces HOR, PPR dernier jour ouvrable précédent avant 1700. Cheques, bank cards or cash. AFIS SKED. Outside these SKED, PPR on the last working day before 1700.",
LFOV,LAVAL ENTRAMMES,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.032222,-0.742778,"← 10 - AVT : Carburants / Fuel 100LL, JET A1- Lubrifiants / Lubricants : NIL (CIV-MIL), H24 : Automate Carte de crédit TOTAL / Automatic fuel dispenser TOTAL credit card. HOR SSLIA jusqu'à 30 MIN avant fermeture : CB, VISA, Eurocard, Mastercard, Fuel Release. Autres cartes : contacter ATS. RFFS SKED until 30 MIN before closing : CB, VISA, Eurocard, Mastercard, Fuel Release. Other cards : check with ATS.",
LFOW,SAINT QUENTIN ROUPY,100LL,100LL=restricted,49.816111,3.205833,← 10 - AVT : Carburant / Fuel : 100LL. Lubrifiant / Lubricant : W 100 (CIV - MIL). O/R ACB de l'Aisne PN 48 HR. 0700-1000 Paiement comptant / Cash payment.,
LFOX,ETAMPES MONDESIR,100LL,100LL=self_service,48.381111,2.073889,"10 - AVT : Carburants / Fuel : 100 LL. Sur PPR PN 4 HR auprès ACB ou libre-service H24 par carte TOTAL. Cartes bancaires non acceptées. Autres paiements sur demande. On PPR PN 4 HR from ACB or self service H24 with TOTAL credit card. Banker's cards not accepted . Other payments on request. LUN-VEN / MON-FRI : 0800-1130, 1300-1600. Etampes Aéro Maintenance Europe TEL : 01 60 80 97 62. SAM, DIM et JF / SAT, SUN and HOL : ETE / SUM : 0700-1030, 1200-1600. HIV / WIN : 0800-1130, 1300-1600. ACB Richet TEL : 01 60 80 31 78.",
LFOY,LE HAVRE SAINT ROMAIN,,,49.543889,0.359722,← 10 - AVT : Réservé aux ACFT basés / Reserved for based ACFT .,
LFOZ,ORLEANS ST DENIS DE L'HOTEL,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.897500,2.164167,"10 - AVT : Carburant / Fuel : 100LL, JET A1. H24 uniquement Carte BP / H24 only BP card. Autre moyen paiement (CB, Espèces) HOR ATS ou PPR 24 HR. Other means of payment (Credit card, cash) ATS SKED or PPR 24 HR.",
LFPA,PERSAN BEAUMONT,100LL,100LL=restricted,49.165000,2.311667,← 10 - AVT : Carburants / Fuel : 100 LL - Lubrifiants / Lubricant : NIL. Paiement par carte bancaire de préférence / Card payment preferred. ← Heures de jour avec PPR ACB Paris Nord - TEL : 01 30 34 49 10. Daylight hours only with PPR Paris Nord ACB - Phone : 01 30 34 49 10.,
LFPB,PARIS LE BOURGET,JET_A1,JET_A1=restricted,48.969444,2.441389,"10 - AVT : Carburants / Fuel : TRO, JET A1. Lubrifiants / Lubricants : W80 - W100 - W120. Turbine oil : 390-500-750, fluide / fluid 3.4.5.6, prist (CIV-MIL). 0400-2100.",
LFPD,BERNAY SAINT MARTIN,100LL,100LL=self_service,49.102500,0.565556,"← 10 - AVT : 100LL, Automate TOTAL / Lubrifiants / Lubricants : 80-100 (CIV-MIL). H 24. CB acceptées / Credit cards accepted.",
LFPE,MEAUX ESBLY,100LL|UL91,100LL=self_service|UL91=self_service,48.926944,2.833889,"10 - AVT : Carburant / Fuel: 100 LL, UL 91. Lubrifiants / Lubricants: NIL. Paiements : carte TOTAL H24, espèces, chèques . Payment: TOTAL card H24, cash, cheque . Tous les jours sauf LUN et VEN : HOR ACB 1300-1700 ou O/R en dehors de ces horaires PPR 24 HR. All days except MON and FRI: ACB SKED 1300-1700 or O/R outside these SKED PPR 24 HR. Contacter / Contact ACB ACE - TEL : 01 60 04 26 27.",
LFPF,BEYNES THIVERVAL,UL91,UL91=unknown,48.842778,1.907500,10 - AVT : Carburant / Fuel : UL91 Lubrifiant / Lubricant : NIL.,
LFPG,PARIS CHARLES DE GAULLE,,,49.009722,2.547778,10 - AVT : Carburants / Fuel : TR.0 ; TR.4. Lubrifiant / Lubricant : tous indices / any grade (CIV) H24.,
LFPH,CHELLES LE PIN,100LL,100LL=unknown,48.896667,2.606111,10 - AVT : Carburant / Fuel : 100LL - Lubrifiants / Lubricants : 65-80-100-120 (CIV-MIL).,
LFPK,COULOMMIERS VOISINS,100LL,100LL=self_service,48.837500,3.014444,← 10 - AVT : (CIV) Carburant / Fuel : 100 LL. Exploitant / Operator : B2AVIATION TEL : 07 49 05 38 16. Carte TOTAL / TOTAL card : H24. Carte de crédit et paiement espèces / Credit card and cash payment : contact B2AVIATION.,
LFPL,LOGNES EMERAINVILLE,100LL|JET_A1|UL_AERO,100LL=self_service|JET_A1=self_service|UL_AERO=self_service,48.821944,2.622778,"10 - AVT : Carburants / Fuel : 100 LL - JET A1 - UL AERO SUPER +. Lubrifiants / Lubricants : NIL. Paiement / Payment : Carte TOTAL / TOTAL card H24. Espèces, CB, Visa ou Mastercard / Cash, CB, Visa or Mastercard. ETE / SUM : 0730-1030, 1200-1600. HIV / WIN : 0830-1130, 1300-1600. TEL : 01 60 05 37 24.",
LFPM,MELUN VILLAROCHE,JET_A1,JET_A1=restricted,48.605278,2.670833,10 - AVT : Station TOTAL : JET A1 et AVGAS disponibles 24/7. / JET A1 and AVGAS available 24/7. Paiement : carte AIR TOTAL France uniquement. / Payment : AIR TOTAL France Card only . Station Elyxan : camion ravitailleur JET A1 / JET A1 refueling truck - HOR / SKED : 0800-1900. - O/R 24/7. - Paiement carte crédit seulement. / Payment only by credit card. - TEL : 06 58 83 66 25 - E-mail : ops@elyxan-aviation.fr,
LFPN,PARIS SACLAY VERSAILLES,100LL|JET_A1,100LL=restricted|JET_A1=restricted,48.749722,2.111111,"← 10 - AVT : Carburants / Fuel : 100 LL - JET A1. 0600-2000. Extension possible jusqu'à 2100 sur PN de 4 HR / Possible extension until 2100 PN 4 HR. Cartes de crédit / credit cards : TOTAL, American Express, VISA, UVAIR. Paiement en espèces / Cash payment. TEL : +33 (0)1 39 56 31 26. Réservation de carburant / Fuel online booking : https://totalenergi.es/resatoussus",
LFPO,PARIS ORLY,100LL|JET_A1,100LL=unknown|JET_A1=unknown,48.723333,2.379444,"10 - AVT : Carburants / Fuel : Jet A1 (CIV-MIL), 100 LL non disponible / 100 LL not available. Lubrifiants : tous lubrifiants pour ACFT courant (CIV-MIL) / lubricants for every ACFT (CIV-MIL). Non assuré de 2230 à 0500, sauf accord spécial négocié avec essenciers locaux. Not provided from 2230 to 0500, except special agreement with fuel providers.",
LFPP,LE PLESSIS BELLEVILLE,100LL,100LL=self_service,49.109167,2.736944,"10 - AVT : Carburant / Fuel AVGAS, 100 LL : disponibles H24 par carte aviation TotalEnergies uniquement / available H24 with TotalEnergies aviation card only.",
LFPQ,FONTENAY TRESIGNY,100LL,100LL=self_service,48.706111,2.902778,10 - AVT : 100 LL. HX (ACB). Carte / Card TOTAL H24.,
LFPR,ORANGE PLAN DE DIEU,100LL,100LL=restricted,44.179444,4.918889,10 - AVT : 100LL O/R - PPR ACB,
LFPT,PONTOISE CORMEILLES EN VEXIN,100LL|JET_A1,100LL=restricted|JET_A1=restricted,49.096667,2.040833,10 - AVT : Carburant / Fuel : Aviation d'affaires / Business aviation : Lubrifiants / Lubricants - JET A1 : E-mail : ameridair@ameridair.com TEL : +33 (0)9 62 61 19 36 - Credit card - TOTAL Card HOR / SKED : 0800-1100 / 1200-1600. En dehors de ces HOR / out of these SKED : contactez / contact AMERIDAIR handling. Aviation générale / General aviation : Zone Sud / South area : 100LL : HX - Exploitant/ Operator : Total Energies Aviation C/O. Aeroclub Hispano Suiza - TEL : 01 34 41 77 00. Paiement / Payment : Carte TOTAL / TOTAL card H24 ou espèces / or cash : 0800-1100 / 1300-1700,
LFPU,MORET EPISY,,,48.340833,2.797778,10 - AVT : NIL,
LFPX,CHAVENAY VILLEPREUX,100LL,100LL=self_service,48.842222,1.980278,"10 - AVT : Carburant / Fuel : 100LL, Lubrifiant / Lubricant : NIL. H24 carte Total / Total card.",
LFPZ,SAINT CYR L'ECOLE,100LL,100LL=self_service,48.810278,2.073333,← 10 - AVT Carburant / Fuel : 100 LL. Exploitant / Operator : Total Energie Aviation C/O Paris Air Services TEL 01 84 73 11 81. Carte TOTAL / TOTAL Card : H24. Carte de crédit / Credit Cards : 0900-1800 avec PN de 24HR / with 24 HR PN .,
LFQA,REIMS PRUNAY,100LL|JET_A1,100LL=self_service|JET_A1=restricted,49.208611,4.156667,"← 10 - AVT : Carburants / Fuel : JET A1 - 100LL. Lubrifiants / Lubricant : NIL. JET A1 : HOR ATS. AVGAS : H24 carte bancaire ou HOR ATS autres paiements. TEL : Exploitant. En dehors de ces HOR, PPR avant 1500 par TEL / E-mail Exploitant. Paiement : VISA, MASTERCARD, AMERICAN EXPRESS, WFS, COLT, AVCARD, MULTISERVICE, UVAIR, AEG FUEL, BONS ENAC ou CASH. JET A1 : ATS SKED. AVGAS : H24 bank card or ATS SKED others payments. TEL : Operator. Outside these SKED, PPR before 1500 via TEL / E-mail Operator. Payment : VISA, MASTERCARD, AMERICAN EXPRESS, WFS, COLT, AVCARD, MULTISERVICE, UVAIR, AEG FUEL, BONS ENAC or CASH.",
LFQB,TROYES BARBEREY,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.321667,4.016667,"10 - AVT Carburants / Fuel : - JET A1 : H24 carte à puce ou HOR ATS / 24H self-service with smart card or ATS SKED. - AVGAS 100LL : H24 carte à puce automate ou HOR ATS / 24H self service with smart card or ATS SKED. - Paiement : comptant (CIV), cartes VISA, Eurocard, Master Card, bon ENAC, WFS, JETEX. - Payment : cash (CIV) or credit cards (VISA, Eurocard, Master Card), ENAC voucher, WFS, JETEX.",
LFQC,LUNEVILLE CROISMARE,100LL,100LL=unknown,48.593611,6.542222,10 - AVT : Carburant / Fuel : 100 LL - Lubrifiants / Lubricants : 15W50.,
LFQD,ARRAS ROCLINCOURT,100LL|SUPER_PLUS,100LL=restricted|SUPER_PLUS=restricted,50.323889,2.802778,10 - AVT : Carburant / Fuel : SP 98 et / and 100LL. Lubrifiant / Lubricant : Yacco 2 et 4 temps / Yacco 2 & 4 stroke oil. 1400-1900 sauf DIM et JF / 1400-1900 except SUN and public HOL. TEL : 06 83 01 41 09 ou / or 06 87 80 34 65.,
LFQE,ETAIN ROUVRES,,,49.229167,5.676111,10 - AVT : H24. PN 24 HR Carburant / Fuel : F34 Lubrifiants / Oil : O135 - O150 - O155 Autres / Others : H515 - C629,
LFQF,AUTUN BELLEVUE,100LL,100LL=restricted,46.971111,4.261111,10 - AVT : Carburant / Fuel : 100 LL Lubrifiants / Lubricants : 80-100-W80 (CIV-MIL) HX. Paiement comptant / Cash payment.,
LFQG,NEVERS FOURCHAMBAULT,JET_A1,JET_A1=self_service,47.003611,3.110833,10 - AVT : Automate H24 avec carte BP. Jet A1 & AVGAS Paiement CB : HOR RFFS Automatic station H24 with BP card. JET A1 & AVGAS Credit card payment : RFFS SKED,
LFQH,CHATILLON SUR SEINE,100LL,100LL=restricted,47.845278,4.579444,"10 - AVT : Carburants / Fuel : 100 LL, Lubrifiants / Lubricants : 80 - (CIV) HJ O/R 2 HR TEL : ACB du Châtillonnais.",
LFQJ,MAUBEUGE ELESMES,100LL|UL_AERO,100LL=self_service|UL_AERO=self_service,50.308333,4.030000,← 10 - AVT : Carburants / Fuel : 100LL - UL AEROSUPER + . Pompe automatique. Paiement comptant - CB / Cash payment - credit card. ← Avitaillement 100LL et UL AEROSUPER + limité aux aéronefs d'envergure inférieure ou égale à 12 m. / 100LL and UL AEROSUPER + refuelling limited to ACFT with wingspan smaller than or equal to 12 m. Autres envergures après accord de l'exploitant. / Other wingspans after prior agreement of AD operator. Tel : 06 95 62 61 66. Lubrifiant / Lubricant : NIL.,
LFQK,CHALONS ECURY SUR COOLE,100LL,100LL=unknown,48.905556,4.352778,← 10 - AVT : Carburant / Fuel : 100LL après confirmation disponibilité par ACB / after availability confirmed by ACB. Paiement comptant ou carte de crédit TOTAL / Cash payment or TOTAL credit card.,
LFQL,LENS BENIFONTAINE,100LL,100LL=self_service,50.466389,2.819722,10 - AVT : Carburant / Fuel 100 LL - Lubrifiant / Lubricant : NIL. Automate Carte total uniquement / Only dispenser with TOTAL Credit Card,
LFQM,BESANÇON LA VEZE,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.205278,6.080556,"10 - AVT : Carburants / Fuel : 100 LL, JET A1 (CIV-MIL). Lubrifiants / Lubricants : NIL. AVT possible H24 avec CB (sauf American Express). Paiement comptant, chèques, cartes bancaires, bons SEFA, cartes AEG acceptées LUN-VEN, sauf JF : 0800-1130, 1300-1700. En dehors de ces HOR et SAM-DIM et JF sur PPR AFIS. Refuelling possible H24 with credit card (except American Express). Cash payment, cheques, credit cards, SEFA vouchers, AEG cards accepted on MON-FRI except public HOL : 0800-1130, 1300-1700. Outside of these SKED and SAT-SUN and public HOL on PPR from AFIS. © Service de l'Information Aéronautique, France AMDT 10/25 AD 2 LFQM TXT 03 AIP FRANCE 28 NOV 2024 BESANCON LA VEZE",
LFQN,SAINT OMER WIZERNES,100LL,100LL=restricted,50.728889,2.234444,10 - AVT : Carburant/ Fuel : 100 LL - Lubrifiant/ Lubricant : 80. HJ sur / on PPR.,
LFQO,LILLE MARCQ EN BAROEUL,100LL,100LL=self_service,50.687222,3.075556,"10 - AVT : Carburant / Fuel : 100LL (CIV), H24 automate carte TOTAL uniquement / dispenser TOTAL credit card only.",
LFQP,PHALSBOURG BOURSCHEID,,,48.768056,7.205000,10 - AVT : Carburants / Fuel : F 34 Lubrifiants / Oil : O 150 - O 155 Essence ACFT (délai 15 jours à prévoir) / ACFT fuel (anticipate 15 days delays) LUN-JEU / MON-THU : 0700-1615 VEN / FRI : 0700-1100,
LFQQ,LILLE LESQUIN,100LL|JET_A1,100LL=self_service|JET_A1=self_service,50.563333,3.086944,"10 - AVT : Carburants / Fuel : 100 LL - JET A1 (CIV-MIL). HOR : 0500-2100. PPR en dehors de ces HOR / PPR outside these SKED. Cartes de crédit TOTAL, VISA, SHELL, UVAIR, WORLD FUEL ou paiement comptant. Credit cards TOTAL, VISA, SHELL, UVAIR, WORLD FUEL or cash payment. Station AVGAS sur PRKG E : H24 par carte TOTAL, ou autres paiements (comptant ou VISA) uniquement pendant heures d'ouverture. Attente possible. AVGAS filling station on PRKG E : TOTAL card payment H24, or any other means of payment (cash or VISA) only during operating hours. Possible delay. AVITAIR : TEL 03 20 49 67 61, FAX : 03 20 49 67 62.",
LFQT,MERVILLE CALONNE,100LL|JET_A1,100LL=unknown|JET_A1=unknown,50.616667,2.640000,10 - AVT : Carburants / Fuel 100LL - JET A1 : paiement carte TOTAL / TOTAL card payment. Lubrifiant / Lubricant : 80 - paiement comptant / cash payment. TEL : 03 28 42 04 21.,
LFQU,SARRE UNION,,,48.950833,7.076389,10 - AVT : NIL.,
LFQV,CHARLEVILLE MEZIERES,100LL|JET_A1,100LL=self_service|JET_A1=self_service,49.785000,4.642778,10 - AVT : Automate H24 7/7 100LL et Jet A1. Carte bancaire uniquement / Credit card only. Jet A1 gros débit : uniquement en semaine sur PPR 72 HR. High-flow Jet A1: weekdays only with PPR 72 HR.,
LFQW,VESOUL FROTEY,100LL|JET_A1,100LL=restricted|JET_A1=restricted,47.638611,6.204167,"10 - AVT : Carburants / Fuel : 100LL, JET A1 - Lubrifiants / Lubricants : NIL, O/R TEL : ACB.",
LFQX,JUVANCOURT,,,48.113889,4.819444,10 - AVT : NIL.,
LFQY,SAVERNE STEINBOURG,,,48.753333,7.425833,10 - AVT : Carburant / Fuel : 98 SP / 98 unleaded - HX – Paiement comptant / Cash payment.,
LFQZ,DIEUZE GUEBLANGE,,,48.774444,6.714167,10 - AVT : NIL.,
LFRB,BREST BRETAGNE,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.447222,-4.421667,"← 10 - AVT : LUN-VEN : 0400-2100, SAM-DIM : 0400-1930. En dehors de ces HOR, avitaillement assuré pour les vols commerciaux programmés ou sur PPR pour les urgences (gendarmerie….), EVASAN et vols commerciaux déroutés au 06 47 39 26 74 (délai maximal pour intervention d'une heure à prévoir). Moyens de paiement : cartes bancaires, cartes SHELL, espèces (750 euros max) et cartes BROKER (WORLDFUEL, AEG...). Parking Aviation Générale : Distributeurs JETA1 et AVGAS/100LL disponibles H24 uniquement par carte bancaire ou carte SHELL locale (délivrée aux usagers basés AG Brest). MON-FRI: 0400-2100, SAT-SUN: 0400-1930. Outside these SKED, fueling provided for scheduled commercial flights or on PPR for emergencies (police...), MEDEVAC and diverting commercial flights TEL : 06 47 39 26 74 (maximal delay of 1 hour expected). Payment : credit cards, SHELL cards, cash (750 euros max) and BROKER cards (WOLRDFUEL, AEG...). General Aviation Apron: AVGAS/100LL and JET A1 automatic dispensers available H2",
LFRC,CHERBOURG MANCHE,100LL|JET_A1,100LL=self_service|JET_A1=restricted,49.650833,-1.475278,10 - AVT : Carburant / Fuel : AVGAS 100LL H24 Automate EDEIS FUEL (carte bancaire sauf Amex). 24HR EDEIS FUEL automatic dispenser (credit card except Amex). Carburant / Fuel : JET A1 HOR AFIS / AFIS SKED. Hors HOR : O/R PN 1 HR pour vols commerciaux et EVASAN : TEL exploitant d'aérodrome. Outside these SKED : O/R PN 1 HR for commercial and MEDEVAC flights : TEL AD operator.,
LFRD,DINARD PLEURTUIT ST MALO,100LL|JET_A1,100LL=restricted|JET_A1=restricted,48.587778,-2.080000,"10 - AVT : Carburant AVGAS 100 LL : HOR RFFS. En dehors de ces HOR, PPR 12 HR. Paiement par carte Air BP sterling. Distributeur libre-service avec les cartes Air BP sterling. Paiement par carte bancaire : Visa, Mastercard, American Express. Service par agent avitailleur. Carburant JET A1 : LUN-VEN : 0500-2000. En dehors de ces HOR, SAM-DIM et JF : PPR 1 HR. Paiement par carte Air BP sterling et carte bancaire : Visa, Mastercard, American Express. TEL : +33 2 99 82 73 48. Fuel AVGAS 100 LL : RFFS SKED. Outside these SKED, PPR 12 HR. Payment by Air BP sterling card. Automatic dispenser by Air BP sterling card. Payment by bank card : Visa, Mastercard, American Express. Service by a fueling officer. Fuel JET A1 : MON-FRI : 0500-2000. Outside these SKED, SAT-SUN and public HOL : PPR 1 HR. Payment by Air BP sterling card and bank card : Visa, Mastercard, American Express. TEL : +33 2 99 82 73 48.",
LFRE,LA BAULE ESCOUBLAC,100LL|JET_A1,100LL=restricted|JET_A1=self_service,47.288333,-2.346944,"← 10 - AVT : Carburant / Fuel : 100 LL, JET A1. Lubrifiant / Lubricant : NIL. 100 LL : Paiement CB (visa, mastercard), chèques ou espèces uniquement / Credit card (visa, mastercard), check or cash payments only. (CIV) JUL, AUG : 0800 -1900. SEP-JUN : 0800-1100, 1300-1800. JET A1 : automate H24 : paiement uniquement CB / automatic dispenser H24 : CB only.",
LFRF,GRANVILLE MONT SAINT MICHEL,100LL,100LL=self_service,48.882778,-1.563889,10 - AVT : Carburant / Fuel : 100LL (CIV - MIL) HX - Paiement comptant / Cash payment. Possibilité 100 LL par automate avec carte TOTAL. 100 LL self service possible with TOTAL credit card.,
LFRG,DEAUVILLE NORMANDIE,100LL|JET_A1,100LL=restricted|JET_A1=restricted,49.363333,0.160000,← 10 - AVT : Carburant / Fuel : 100 LL - JET A1 : 0830-1730 du / from 01 NOV au / to 31 MAR. 0730-1830 du / from 01 APR au / to 31 OCT.,
LFRH,LORIENT LANN BIHOUE,JET_A1,JET_A1=restricted,47.760556,-3.440000,10 - AVT : MIL : Carburants : F34 Tous produits prévus au Guide Technique des Produits du SEA / All products consigned in the GTP manual of the SEA HOR ATS CIV : Uniquement JET A1 / Only JET A1 Horaires ouverture aérogare civile et hors traitement vols réguliers / During airport opening hours and not during regular flights handling Voir / See : www.lorient.aeroport.fr,
