icao,name,fuels,lat,lon,avt_excerpt,error
LFQL,LENS BENIFONTAINE,100LL,50.466389,2.819722,10 - AVT : Carburant / Fuel 100 LL - Lubrifiant / Lubricant : NIL. Automate Carte total uniquement / Only dispenser with TOTAL Credit Card,
LFQM,BESANÇON LA VEZE,100LL|JET_A1,47.205278,6.080556,"10 - AVT : Carburants / Fuel : 100 LL, JET A1 (CIV-MIL). Lubrifiants / Lubricants : NIL. AVT possible H24 avec CB (sauf American Express). Paiement comptant, chèques, cartes bancaires, bons SEFA, cartes AEG acceptées LUN-VEN, sauf JF : 0800-1130, 1300-1700. En dehors de ces HOR et SAM-DIM et JF sur ",
LFQN,SAINT OMER WIZERNES,100LL,50.728889,2.234444,10 - AVT : Carburant/ Fuel : 100 LL - Lubrifiant/ Lubricant : 80. HJ sur / on PPR.,
LFQO,LILLE MARCQ EN BAROEUL,100LL,50.687222,3.075556,"10 - AVT : Carburant / Fuel : 100LL (CIV), H24 automate carte TOTAL uniquement / dispenser TOTAL credit card only.",
LFQP,PHALSBOURG BOURSCHEID,,48.768056,7.205000,10 - AVT : Carburants / Fuel : F 34 Lubrifiants / Oil : O 150 - O 155 Essence ACFT (délai 15 jours à prévoir) / ACFT fuel (anticipate 15 days delays) LUN-JEU / MON-THU : 0700-1615 VEN / FRI : 0700-1115 ,
LFQQ,LILLE LESQUIN,100LL|JET_A1,50.563333,3.086944,"10 - AVT : Carburants / Fuel : 100 LL - JET A1 (CIV-MIL). HOR : 0500-2100. PPR en dehors de ces HOR / PPR outside these SKED. Cartes de crédit TOTAL, VISA, SHELL, UVAIR, WORLD FUEL ou paiement comptant. Credit cards TOTAL, VISA, SHELL, UVAIR, WORLD FUEL or cash payment. Station AVGAS sur PRKG E : H2",
LFQT,MERVILLE CALONNE,100LL|JET_A1,50.616667,2.640000,10 - AVT : Carburants / Fuel 100LL - JET A1 : paiement carte TOTAL / TOTAL card payment. Lubrifiant / Lubricant : 80 - paiement comptant / cash payment. TEL : 03 28 42 04 21.,
LFQU,SARRE UNION,,48.950833,7.076389,10 - AVT : NIL.,
LFQV,CHARLEVILLE MEZIERES,100LL|JET_A1,49.785000,4.642778,← 10 - AVT : Automate H24 7/7 100LL et Jet A1 Carte bancaire uniquement / Credit card only.,
LFQW,VESOUL FROTEY,100LL|JET_A1,47.638611,6.204167,"10 - AVT : Carburants / Fuel : 100LL, JET A1 - Lubrifiants / Lubricants : NIL, O/R TEL : ACB.",
LFQX,JUVANCOURT,,48.113889,4.819444,10 - AVT : NIL.,
LFQY,SAVERNE STEINBOURG,,48.753333,7.425833,10 - AVT : Carburant / Fuel : 98 SP / 98 unleaded - HX – Paiement comptant / Cash payment.,
LFQZ,DIEUZE GUEBLANGE,,48.774444,6.714167,10 - AVT : NIL.,
LFRB,BREST BRETAGNE,100LL|JET_A1,48.447222,-4.421667,"← 10 - AVT : LUN-VEN : 0400-2100, SAM-DIM : 0400-1930. En dehors de ces HOR, avitaillement assuré pour les vols commerciaux programmés ou sur PPR pour les urgences (gendarmerie….), EVASAN et vols commerciaux déroutés au 06 47 39 26 74 (délai maximal pour intervention d'une heure à prévoir). Moyens d",
LFRC,CHERBOURG MANCHE,100LL|JET_A1,49.650833,-1.475278,10 - AVT : Carburant / Fuel : AVGAS 100LL H24 Automate EDEIS FUEL (carte bancaire sauf Amex). 24HR EDEIS FUEL automatic dispenser (credit card except Amex). Carburant / Fuel : JET A1 HOR AFIS / AFIS SKED. Hors HOR : O/R PN 1 HR pour vols commerciaux et EVASAN : TEL exploitant d'aérodrome. Outside th,
LFRD,DINARD PLEURTUIT ST MALO,100LL|JET_A1,48.587778,-2.080000,"10 - AVT : Carburant AVGAS 100 LL : HOR RFFS. En dehors de ces HOR, PPR 12 HR. Paiement par carte Air BP sterling. Distributeur libre-service avec les cartes Air BP sterling. Paiement par carte bancaire : Visa, Mastercard, American Express. Service par agent avitailleur. Carburant JET A1 : LUN-VEN :",
LFRE,LA BAULE ESCOUBLAC,100LL|JET_A1,47.288333,-2.346944,"← 10 - AVT : Carburant / Fuel : 100 LL, JET A1. Lubrifiant / Lubricant : NIL. 100 LL : Paiement CB (visa, mastercard), chèques ou espèces uniquement / Credit card (visa, mastercard), check or cash payments only. (CIV) JUL, AUG : 0800 -1900. SEP-JUN : 0800-1100, 1300-1800. JET A1 : automate H24 : pai",
LFRF,GRANVILLE MONT SAINT MICHEL,100LL,48.882778,-1.563889,10 - AVT : Carburant / Fuel : 100LL (CIV - MIL) HX - Paiement comptant / Cash payment. Possibilité 100 LL par automate avec carte TOTAL. 100 LL self service possible with TOTAL credit card.,
LFRG,DEAUVILLE NORMANDIE,100LL|JET_A1,49.363333,0.160000,← 10 - AVT : Carburant / Fuel : 100 LL - JET A1 : 0830-1730 du / from 01 NOV au / to 31 MAR. 0730-1830 du / from 01 APR au / to 31 OCT.,
LFRH,LORIENT LANN BIHOUE,JET_A1,47.760556,-3.440000,10 - AVT : MIL : Carburants : F34 Tous produits prévus au Guide Technique des Produits du SEA / All products consigned in the GTP manual of the SEA HOR ATS CIV : Uniquement JET A1 / Only JET A1 Horaires ouverture aérogare civile et hors traitement vols réguliers / During airport opening hours and no,
LFRI,LA ROCHE SUR YON LES AJONCS,100LL|JET_A1,46.702500,-1.381667,"10 - AVT : Carburant / Fuel : 100 LL, JET A1 (CIV-MIL) – Lubrifiants / Lubricants : NIL. 100 LL : automate H24 par carte bancaire ou HOR AFIS jusqu'à 30 min avant fermeture. 100 LL : automatic dispenser H24 with credit card or AFIS SKED up to 30 min before closing. JET A1 : HOR AFIS jusqu'à 30 min a",
LFRJ,TRANSIT VFR,,,,TRANSIT VFR LANDIVISIAU 28 NOV 24 AD 2 LFRJ 01T ATIS 142.225 (MIL) VAR : 1°W (2020) APP : LANDI Approche / Approach 122.400 - 357.025 - 119.700 (s) TWR : 119.200 - 233.750 - 119.700 (s) VDF Ile-de-Batz D 18 A1 Roscoff SFC - FL 095 036° 11.1 NM LDV NEL 2565° St-Pol- 48° de-Léon 40' P 42 MAX 8545 1200,
LFRK,CAEN CARPIQUET,100LL|JET_A1,49.173333,-0.450000,"10 - AVT : Carburants / Fuel : AVGAS 100LL, JET A1. Lubrifiants / Oil : NIL. Paiements / Payment : Carte bancaire / Bank card (VISA, AMEX, MASTERCARD), carte Air BP, US Air Card, fuel release.",
LFRL,TRANSIT VFR,,,,TRANSIT VFR LANVEOC POULMIC 07 OCT 21 AD 2 LFRL TRAN 01 VAR : 1°W (20) ATIS 143.475 (MIL) APP : LANVEOC Approche / Approach 120.600 - 119.300 (s) TWR : 123.200 Guipavas T 928 SEL CTR T T P 84 SWL 48° T LATN Tréflévénez SFC - 500 T T T T T 25' n lor 791 DIVI Le Relecq- K L'E 449 0 Kerhuon 732 541 Dir,
LFRM,LE MANS ARNAGE,100LL|JET_A1,47.948611,0.201667,"← 10 - AVT : Carburants / Fuel : 100LL - JET A1. LUN-DIM : - 01/10 au 31/03 : 0800-1130 et 1230-1600 - 01/04 au 30/09 : 0800-1130 et 1230-1700 Automate H24 avec carte bancaire ou badge EDEIS uniquement. Paiement comptant pendant les horaires AVT, cartes acceptées : AEG, AVCARD, COLT INTL, WFS. Exten",
LFRN,RENNES SAINT JACQUES,100LL|JET_A1,48.071944,-1.732222,"← 10 - AVT : Carburants / Fuel : 100LL, JET A1. Lubrifiants / Lubricants : NIL. Paiements cartes SHELL, carte de crédit sauf American Express. Payment : SHELL cards, credit card except American Express. JET A1 : HOR voir / see NOTAM. En dehors de ces HOR / Outside these SKED, PPR 48 HR. TEL : +33 2 ",
LFRO,LANNION,100LL|JET_A1,48.754444,-3.471944,"10 - AVT : Carburants / Fuel : AVGAS 100 LL et JET A1 (station automate) : LUN-DIM / MON-SUN : H24 avec carte TOTAL / with TOTAL card. Sans carte TOTAL, AVT possible durant les HOR de JET A1 (camion avitailleur). Without TOTAL card, refuelling possible during JET A1 (bowser) SKED : HIV / WIN : LUN-V",
LFRP,PLOERMEL LOYAT,,48.001944,-2.378611,10 - AVT : NIL.,
LFRQ,QUIMPER PLUGUFFAN,100LL|JET_A1,47.975000,-4.167778,"← 10 - AVT : Carburants / Fuel : 100 LL - JET A1, Lubrifiant / Lubricant : NIL. Paiement : carte bancaire en HOR AVT ou carte AIR BP / Payment : credit card during AVT SKED or AIR BP card. HOR AVT JET A1 assuré par AIR BP : LUN, MAR, JEU,VEN : 0700-1500. En dehors de ces horaires, HOR RFFS ou NOTAM.",
LFRS,NANTES ATLANTIQUE,100LL|JET_A1,47.156944,-1.607778,10 - AVT : Carburants / Fuel : 100 LL. JET A1 - Lubrifiants / Lubricants : NIL,
LFRT,SAINT BRIEUC ARMOR,100LL|JET_A1,48.537500,-2.856667,"← 10 - AVT : Carburants / Fuel : 100LL TRO / JET A1. HOR AVT : JET A1 : LUN-VEN : 0800-1600. En dehors de ces HOR, AVT JET A1 assuré pour les vols commerciaux programmés, MEDEVAC et service public. Station automate AVGAS 100LL : LUN-DIM : H 24 AVT SKED : JET A1 : MON-FRI : 0800-1600 Outside these SK",
LFRU,MORLAIX PLOUJEAN,,48.600833,-3.816667,10 - AVT : H24 automate avec carte TOTAL uniquement. / H24 automatic dispenser TOTAL credit card only. AVT hors automate : HOR ATS (Agent avitailleur. Paiement par CB ou en espèces avec appoint). / AVT without automatic dispenser: ATS SKED (Refuelling agent. Payment by CB or in cash with top- up). L,
LFRV,VANNES GOLFE DU MORBIHAN,100LL|JET_A1,47.719167,-2.723333,"10 - AVT : Carburants / Fuel : 100LL, JET A1 - H24 Automate World Fuel Services(carte WFS) et CB AVT hors automate possible. Paiement comptant en espèces avec appoint uniquement . H24 World Fuel Services automatic fuel dispenser ( WFS card ) and CB AVT without automatic fuel dispenser possible - Cas",
LFRW,AVRANCHES LE VAL SAINT PERE,100LL,48.660833,-1.405833,10 - AVT : Carburants / Fuel : 100 LL (CIV-MIL) HX,
LFRZ,SAINT NAZAIRE MONTOIR,100LL|JET_A1,47.310556,-2.156667,"← 10 - AVT : Carburants / Fuel : JET A1 : CIV-MIL. LUN-VEN / MON-FRI : 0700-2100, SAM / SAT : 0700-1630, DIM et JF du 01/04 au 31/10 / SUN and public HOL from 01/04 to 31/10 : 0800-1630 En dehors de ces HOR, avitaillement possible seulement pour les vols avec PPR avant 1100 le dernier jour ouvrable.",
LFSA,BESANCON THISE,SUPER_PLUS,47.273611,6.083056,← 10 - AVT : Carburant SP 98 réservé aux aéronefs basés. Lubrifiant : NIL.,
LFSB,BALE MULHOUSE,JET_A1,47.590000,7.529167,"← 10 - AVT : Carburants / Fuel : JET A1 AVGAS - (CIV-MIL). SASCA et / and KLINZING Aviation : 0400-2200. Pas d'avitaillement possible en dehors de ces HOR, sauf préavis avant 2000 auprès des avitailleurs. No refuelling available outside these SKED except PN before 2000 to the refuellers. Contacts : ",
LFSD,DIJON LONGVIC,100LL|JET_A1,47.265833,5.095000,"← 10 - AVT : Carburants / Fuel : 100 LL - JET A 1. (CIV-MIL). Paiement comptant ou cartes / Cash payment or cards : VISA, MASTERCARD, AMEX, WFS, COLT, MULTI SERVICE, AVCARD, AEG Fuel, FUELEX ENERGY LIMITED, AVFUEL, TITAN AVIATION FUELS, G-OPS.",
LFSE,EPINAL DOGNEVILLE,,48.211389,6.448333,10 - AVT : Carburant / Fuel : NIL. Lubrifiants / Lubricants : NIL.,
LFSG,EPINAL MIRECOURT,100LL|JET_A1,48.325000,6.066667,"← 10 - AVT : JET A1 HOR ATS / ATS SKED. Moyens de paiement Totalénergies et CB / Payment means Totalénergies and credit card. 100LL Avitaillement automatique 24HR, paiement CB ou Carte Total. 100LL Automatic fuel dispenser 24HR, payment by credit card or Total Card. © Service de l'Information Aérona",
LFSH,HAGUENAU,100LL|UL91,48.796944,7.819167,"10 - AVT : Carburant / Fuel : 100 LL, UL91 O/R TEL : ACB. Lubrifiants / Lubricants : qualité aviation (CIV) HOR ACB paiement comptant / aviation quality (CIV) ACB SKED cash payment.",
LFSJ,SEDAN DOUZY,,49.658889,5.036667,10 - AVT : Carburant / Fuel : NIL.,
LFSK,VITRY LE FRANCOIS VAUCLERC,,48.702222,4.683333,10 - AVT : NIL.,
LFSL,BRIVE SOUILLAC,100LL|JET_A1,45.039722,1.485556,"10 - AVT : Carburant / Fuel : 100LL - JET A1 HOR ATS / ATS SKED (modifiable par NOTAM / may be changed by NOTAM) Carte BP, CB, espèces maxi 1000 euros / BP card, credit card, cash maxi 1000 euros.",
LFSM,MONTBELIARD COURCELLES,100LL|JET_A1,47.486667,6.791389,10 - AVT : Carburant / Fuel : 100LL - JET A1 (CIV-MIL sous convention / under agreement). Lubrifiants / Lubricant : NIL. H24 CB / credit card. Carte AVIA : j.rota@thevenin-ducrot.fr,
LFSN,NANCY ESSEY,100LL|JET_A1,48.692222,6.226111,"10 - AVT : Carburant / Fuel : 100LL - JET A1. Assuré par l'exploitant AD / Provided by AD operator : LUN-VEN / MON-FRI : 0800-1745. Paiement possible par CB Total, CB hors American Express et en espèce (750 € max, pas de rendu de monnaie). Payment possible with Total credit card, credit card except ",
LFSP,PONTARLIER,100LL,46.908333,6.329167,10 - AVT : Carburant / Fuel : 100 LL HX - Lubrifiant / Lubricant : 80 (CIV) PN 2 HR TEL : 03 81 39 09 70. Paiement comptant ou chèque / Cash payment or cheque. Carte TOTAL : automate H24 / TOTAL credit card : automatic dispenser H24.,
LFSS,SAINT SULPICE DES LANDES,,47.791667,-1.643611,10 - AVT : NIL.,
LFST,STRASBOURG ENTZHEIM,100LL|JET_A1,48.541944,7.634444,"10 - AVT : Carburants / Fuel :100LL-JET A1. Lubrifiants / Lubricants : NIL. TEL : 03 88 64 67 78. SHELL AVIATION : DIM-VEN / SUN-FRI : 0430-2130 - SAM / SAT : 0430-2030. En dehors de ces HOR, sur déclenchement de l'astreinte (Forfait 300 € selon cas), AVT assuré aux seuls vols commerciaux programmés",
LFSU,LANGRES ROLAMPONT,,47.964167,5.293611,10 - AVT : NIL.,
LFSV,PONT SAINT VINCENT,,48.600000,6.056389,10 - AVT : NIL.,
LFSW,EPERNAY PLIVOT,100LL,49.004444,4.085278,"10 - AVT : Carburants / Fuel : 100 LL (CIV-MIL). HX. Paiement comptant, automate carte TOTAL H 24 / Cash payment, TOTAL card dispenser H 24. Lubrifiants / Lubricant : NIL.",
LFTA,LA TRANCHE-SUR-MER,,46.365556,-1.427500,10 - AVT : NIL.,
LFTB,AMERRISSAGE A VUE,100LL|JET_A1,43.450000,5.216667,"10 - AVT : Carburants / Fuel : 100LL, Jet A1. Lubrifiants / Lubricants : Shell tous types (Aéromécanic), paiement : CB, contrats compagnies (toutes marques), espèces acceptées pour Gam/TOTAL / Shell any kind (Aéromecanic), payment : CB, company contracts (any brand), cash accepted for Gam/TOTAL.",
LFTF,CUERS PIERREFEU,100LL|JET_A1,43.247500,6.127222,"10 - AVT : Carburant / Fuel : F 34 (MIL) - JET A 1, 100 LL, AKI93 (CIV) Lubrifiants / Oil : NIL MIL : O/R 4 H CIV : 0700-1000, 1200-1700 (été / summer) ; 0700-1100, 1300-1700 (hiver / winter) H24 si paiement par CB / H24 if ayment by credit card HEL : accès uniquement tractés / towed access only",
LFTH,HYERES LE PALYVESTRE,,43.097222,6.146111,"10 - AVT : Carburants / Fuel : F 34 (MIL) Lubrifiants / Oil : NIL - Autres lubrifiants / Others Oil : O/R (voir / see GTP) Autres / Others : H 515 - C 630 MIL : HOR ATS CIV / CIV : 0500-2000, O/R la veille / The day before",
LFTM,SERRES LA BATIE MONTSALEON,,44.457222,5.727222,10 - AVT : Carburant / Fuel : NIL.,
LFTN,LA GRAND'COMBE,,44.243056,4.011111,10 - AVT : NIL.,
LFTP,PUIMOISSON,100LL,43.868889,6.162778,"10 - AVT : Carburant : AVGAS - 100 LL, réservé aux ACFT basés. Fuel : AVGAS - 100 LL, reserved for home-based ACFT.",
LFTQ,CHATEAUBRIANT POUANCE,,47.739444,-1.190278,10 - AVT : NIL.,
LFTW,NIMES GARONS,JET_A1,43.757500,4.416389,"← 10 - AVT : Carburant / Fuel : JET A1 - AVGAS Lubrifiants / Oil : NIL. HOR / SKED : voir / see NOTAM. Hors HOR / Outside SKED : O/R avant / before 1700 - SAM, DIM et JF / SAT, SUN and public HOL : PPR avant / before 1700 le dernier jour ouvrable / on the last working day. Paiement en espèces, carte",
LFTZ,LA MOLE,100LL|JET_A1,43.205278,6.481944,10 - AVT : Uniquement pendant HOR AFIS / Only during AFIS SKED. Carburant / fuel : 100LL - JET A1. Lubrifiant / Lubricant : NIL. Paiement : chèque - eurochèque - devises - carte bancaire (carte bleue - Mastercard - Eurocard - Visa). Payment : cheque - eurocheque - currency - credit card (Blue card -,
LFXA,AMBERIEU,,45.979722,5.337778,10 - AVT : NIL,
LFXB,SAINTES THENAC,100LL,45.701944,-0.636111,10 - AVT : Carburant / Fuel : CIV (ACB) : 100 LL Carte Total uniquement pour distributeur automatique / Total card only for automatic distributor HOR : Automate carte Total / Total card automatic distributor,
LFXU,LES MUREAUX,100LL|UL91,48.998611,1.941667,10 - AVT : Carburant / Fuel : 100 LL : se renseigner auprès de / see ACB Roger Janin ; UL 91 : se renseigner auprès de / see ACB Roger Janin. Paiement comptant ou carte de credit TOTAL / Cash payment or TOTAL credit card.,
LFYG,CAMBRAI NIERGNIES,100LL,50.141389,3.263611,10 - AVT : Carburants / Fuel : AVGAS 100LL.,
LFYR,ROMORANTIN PRUNIERS,100LL,47.320833,1.688889,10 - AVT : Carburants / Fuel : CIV (ACB) : 100 LL Carte Total avec code pour distributeur automatique / Total card with code for automatic fuel pump Paiement : CB / Payment : credit card,
LFYS,SAINTE LEOCADIE,,42.447222,2.010833,10 - AVT : Carburant / Fuel : F 34 (MIL) Lubrifiants / Oil : NIL LUN-JEU / MON-THU : 0700-1600 PPR 1HR VEN / FRI : 0700-1100 PPR 1HR Hors HOR / Out of HOR PN 24 HR WE et JF : Fermé / WE and HOL : Closed Service de l'Énergie Opérationnelle (SEO) : Carte SCALP / SCALP card (Military fuel service card,
LFYV,YVETOT BAONS LE COMTE,,49.638611,0.732500,10 - AVT : NIL.,
